"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Djibouti","DJI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.07547617","5.96840477","5.49563599","5.81530714","5.38615036","5.32781839","7.23246288","6.52659225","6.34888077","6.1399169","6.97048712","8.47449207","7.13329363","6.73504782","6.07299089","4.06950951","5.13736486","4.8029952","5.1697979","5.16109753","4.15930223","3.31527162","5.09556341","4.89182281","","",
"Dominica","DMA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64061165","8.7834692","8.40141296","8.66607666","8.52756691","8.72012901","8.74014854","7.09984493","7.28526783","7.4169898","7.44341135","9.09039211","9.49375534","9.59457207","9.61979961","9.73140144","7.27849007","6.76986217","6.15797138","7.56691742","5.40891504","5.75316286","6.20045137","5.03135157","","",
"Denmark","DNK","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.74854279","13.288517","13.72365665","13.94339275","14.2211647","14.87260056","15.44187546","15.74495411","15.82047462","15.9365654","15.79938507","15.50416565","15.34686089","15.64888","15.80607033","16.06428337","16.53396034","16.78060341","16.73472214","17.117033","16.90719795","18.21759224","17.81740379","16.91726875","16.85868645","",
"Dominican Republic","DOM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.13758659","11.43885326","10.19451523","6.73424339","6.62144899","8.9872961","8.26970291","10.32302856","11.47650242","14.43360138","15.67889881","17.06970024","13.96876812","15.03563976","14.47596073","14.19551849","15.69811821","15.10849476","15.66787052","14.95226765","14.6783371","18.2608757","15.2007637","15.41133881","","",
"Algeria","DZA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.77923775","9.26661205","7.97343826","9.43778801","8.66916943","7.76159906","7.84512997","7.63073635","7.68720913","8.64468479","9.18787575","9.03425121","10.06144714","11.70106602","11.41803837","10.60481071","10.60594082","10.60604","10.60616875","8.83036137","8.83030605","8.82852936","5.25156403","6.16833448","","",
"East Asia & Pacific (excluding high income)","EAP","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.37095477629071","7.81270116855602","7.71199954890625","7.4985246353583","","","8.11011446664934","8.99041370521836","8.70110859746414","9.09503793775365","8.7736698155739","8.77474263810998","9.43936306656595","9.68879062844837","9.95285321536302","10.1375269861973","9.60965348336018","","","","","","","",
"East Asia & Pacific","EAS","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.92384605878655","10.8219397488724","10.1273520909276","10.1164354470829","9.59311947025711","9.4530353041706","9.68669559836263","9.55379467164582","9.79383120294696","9.58307365213192","9.30131271195769","9.32012352544909","10.1642718397466","11.3539750826804","10.1735080544766","9.91906328344961","","",
"Europe & Central Asia","ECS","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5573798197852","13.7855076864481","14.1003915033149","14.1911577989334","14.3950463733108","14.5788264088783","14.6642769622397","14.5747167846566","14.4254063513486","14.4422526131154","14.275232714523","14.4593559815818","14.3322293492445","14.4220088357921","14.6945711517883","14.9714473902394","15.202694755533","15.1974880675534","15.3872618996133","15.4470705314726","15.7298508214562","16.3838311766535","15.929989396867","14.5127135045035","","",
"Ecuador","ECU","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.139431","6.20780277","6.54682684","8.21314716","8.46123028","7.86558485","8.56826591","8.82739544","6.15163374","7.4589715","8.4362812","7.96525431","8.17220497","8.26161385","9.04972267","10.20452404","10.47951508","11.45978069","12.20515823","12.35584259","13.13262463","14.18928719","12.14216518","11.87373734","","",
"Egypt, Arab Rep.","EGY","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.66372585","6.63266277","6.14118385","5.44320345","5.24308968","5.24353075","5.04994678","5.01764584","4.69924688","4.71808481","4.36156321","4.82708216","4.38540936","4.1566329","4.16148472","5.05797672","5.05797672","5.41994762","4.72158527","4.82284689","5.16112232","6.79944944","6.76073837","6.92673063","","",
"Euro area","EMU","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.487024184693","13.7268991107208","13.9803880557481","14.0449279648284","14.1781882919296","14.3919064627142","14.4232700381901","14.4459565851667","14.5762545439991","14.5547795153472","14.4822857860373","14.5832210984274","14.422678851509","14.5355658843413","14.7641507172081","15.0255108510824","15.3738438936023","15.5182970569563","15.591338217867","15.6284484960265","15.4915129618695","15.9878881586391","15.8220191967546","13.4870323516958","","",
"Eritrea","ERI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.42206764","3.01020408","3.52871037","2.87028527","2.73299789","1.11400759","1.62111926","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","2.37287188","","",
"Spain","ESP","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.41073608","12.52005386","12.50722408","14.01710796","14.05403996","14.40070343","14.68880463","14.58656883","14.82287312","14.7896204","14.74666214","14.59857368","13.35083103","13.88056183","14.09342861","14.77256393","15.09663391","15.28122902","15.11951733","15.22969532","15.14615154","15.1847105","15.20463943","14.84792614","","",
"Estonia","EST","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7823925","10.56832027","9.97256374","11.07697296","11.50922489","11.57533646","11.03644562","11.45343685","11.39427567","11.33548832","11.89297581","11.92760563","11.51954746","12.04530621","12.42745209","12.36456108","12.56473827","12.23001003","12.44092846","12.63746071","12.86363029","13.50727272","12.97925663","12.95845318","","",
"Ethiopia","ETH","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.02958441","8.98233509","8.36867619","8.41779327","5.72665405","7.55002403","5.07604456","6.49598169","2.74178195","5.30019999","5.10711384","2.09114432","6.40685463","6.19330263","4.08834219","5.57211685","5.02445269","4.78836012","4.76060486","4.76060486","6.79223251","7.09674501","5.67670202","5.67670202","","",
"European Union","EUU","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2117306835082","13.4507863384657","13.717256492932","13.812943083399","13.9649286656996","14.1565675824614","14.1637322451618","14.1834331736127","14.3071588902205","14.348969400253","14.2776842956176","14.4560083579036","14.3236298892887","14.4577207909567","14.66331010656","14.8966602216754","15.2541437902419","15.3881898878462","15.4425756683202","15.4692818269573","15.3026822102555","15.8499266588754","15.6375674697199","","","",
"Finland","FIN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.21017551","11.69011116","12.09565258","12.44287109","12.7714138","13.15726566","13.57497311","13.64809036","13.7376585","13.38490295","13.29245377","13.58701611","13.77991772","13.6990118","13.57202435","13.67094707","13.35685921","13.56778049","13.58236599","14.06124687","13.97476864","14.62652206","15.12539959","15.19406986","","",
"Fiji","FJI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.58804417","7.9022274","8.03575706","8.61062717","9.25405025","10.35953331","9.96885777","10.59320831","9.78181839","8.37036991","8.79444408","7.47411013","7.50509167","7.46682596","7.10427618","7.04417515","6.66789913","7.72321415","7.75502872","8.72794247","8.6814642","10.31014252","10.32937622","9.32211304","","",
"France","FRA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.49542141","13.6540575","13.85807896","13.74813557","13.93587112","13.90521812","13.99930096","13.95229912","13.91539669","13.95933628","13.74877739","13.81847191","13.81584549","13.98372078","14.14818859","14.51650238","15.17427444","15.21064568","15.22242165","15.05257702","15.00467205","15.55704594","15.25470066","13.69694614","13.80644608","",
"Faroe Islands","FRO","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59440136","2.85505843","2.87267137","3.14826822","1.58882129","1.84308815","1.7509129","1.70677793","2.67331004","1.55228293","1.77375948","2.87407064","2.14435935","2.58381534","3.68983793","3.35682678","3.19997239","2.36292124","2.48709655","3.0567925","2.91056871","1.73222089","2.76339316","3.43445873","","",
"Gabon","GAB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24128246","4.53776979","4.66366768","6.7543745","6.51321602","5.07680273","5.76007175","6.36190653","5.61290503","6.81763697","6.81337643","7.18316364","6.19158506","5.25754023","6.38458252","7.03487396","9.20255756","9.7150774","9.41520691","9.59155846","9.59155846","9.59155846","9.59155846","9.59155846","","",
"United Kingdom","GBR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.96845055","16.28044701","16.80185509","16.95295525","17.53717232","17.72014999","18.31504631","18.23152542","17.92643738","18.24290848","17.96255302","18.42205238","18.40160942","18.97663307","19.27662277","19.56064987","19.95613861","19.74937057","20.01935196","20.52682686","20.36441803","22.1180191","20.6544857","20.04862976","","",
"Georgia","GEO","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85252142","6.75043344","7.02040815","7.13276815","6.25","5.57707214","5.23038626","3.95363283","4.83068514","5.88417959","6.15339756","5.04166079","5.50601006","6.85161304","7.77956009","9.60857868","10.32651424","9.5190258","10.32494736","9.38722324","10.73317242","14.22989559","10.73519516","7.77991056","","",
"Ghana","GHA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.10194254","6.10194254","6.10194254","7.78028059","6.91719627","13.63450813","11.49724102","9.73948956","9.87775517","12.35655785","11.91557407","12.07416725","8.9727478","8.61669731","6.71953726","8.55785751","6.53767872","9.27400303","6.56050444","8.76836586","8.02323055","7.71420717","7.40958786","10.05148506","","",
"Gibraltar","GIB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38682532","2.4863112","4.44303322","2.86385393","1.86152697","2.37759972","1.88660884","2.78024507","2.67598891","1.60398209","1.76977015","3.18447471","2.63003397","2.62362289","3.04792023","1.98006856","4.12965584","3.47824264","3.87917757","6.18767548","4.55165148","4.51033497","5.11740255","5.11740255","","",
"Gambia, The","GMB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","5.75401974","5.0990448","6.65770149","4.49147081","5.51343632","5.37906027","7.69847441","5.98440981","6.83012342","5.45872927","","",
"Guinea-Bissau","GNB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","3.88817143","4.44277668","2.59810638","2.50101542","2.36231256","2.75228286","2.59429789","2.44074059","4.79536724","4.55369139","4.8797121","4.28643131","","",
"Equatorial Guinea","GNQ","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.30962849","2.90732694","3.19876695","2.86154866","3.27431989","2.83986473","2.53066921","2.44153905","2.43119001","1.93038285","2.06918454","2.15473962","1.99630141","2.11071348","2.06072378","1.78799117","3.11053944","3.93629169","4.27754259","4.79222822","6.39538145","8.99737644","5.86133051","5.86530781","","",
"Greece","GRC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.61341953","10.97902489","10.86962318","10.85597706","9.96563244","11.43558979","11.27762222","11.30030632","11.3433733","11.88302231","12.48673058","10.9583807","9.92933273","8.19275188","8.77235889","8.70538139","8.80892181","8.84219933","8.59100723","8.3047123","8.54084015","9.49316025","8.65288067","8.5835247","","",
"Grenada","GRD","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.25555325","7.27699995","7.5790844","7.53162813","10.49572659","9.11107826","6.30969524","7.25542021","7.03745365","7.98257256","7.35750103","8.53557777","9.10919189","8.09837151","7.29635763","7.66007471","7.50820637","8.35155964","8.33406734","9.43220234","6.99832869","6.94147873","6.28453064","7.27203751","","",
"Greenland","GRL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0827589","14.40040016","14.79130077","14.20887375","15.73237419","14.20312977","14.5871048","14.23033047","15.49126434","16.02617264","14.24816608","13.75957489","14.31886292","15.82706833","16.46030045","18.10749817","18.20531464","17.21218491","16.67445374","17.65140152","15.86299229","19.77280235","17.3305397","17.7543602","","",
"Guam","GUM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.81650448","6.79539347","7.50901365","7.35764837","7.35295486","6.27540493","5.69657898","6.60877609","7.0215044","7.41419315","7.60515261","8.62060642","8.22607517","8.81889057","9.41685009","10.84070492","10.0542078","10.61353874","10.71157551","10.32425022","13.01163483","12.89485264","8.56493282","7.31209755","","",
"High income","HIC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4432162010213","14.8833162191632","15.1941226027128","15.2706515969997","15.5218270868261","15.6934465933334","15.891057708698","15.8399656356319","15.7518564767491","15.8628578861832","15.905650194084","16.3581648762467","16.5249288753342","16.6633753286143","17.1810128533113","17.8644792876442","18.1968394481783","18.2760209711137","18.3012150129259","18.4161885766165","18.611532496583","18.7983393198809","19.3974812591489","18.5277334656728","","",
"Hong Kong SAR, China","HKG","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.67898464","9.93868351","9.4749918","9.88268948","9.59641266","12.36688042","13.42183208","13.63652325","12.56671429","13.9932375","13.96672344","15.02672482","12.83597755","11.81287098","11.55319595","11.32879734","11.29591942","10.62630653","10.8920126","11.1674366","12.34406281","12.09214497","13.31573868","9.42858696","","",
"Heavily indebted poor countries (HIPC)","HPC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.49392364760336","7.46269726254803","","6.3189061485667","6.14575946023849","6.39039565675361","6.39239067165509","6.35427479448806","6.61987371816628","6.27258961046472","6.50193581442513","7.25180371255168","6.89916927949221","","","","",
"Croatia","HRV","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.92357922","11.64404964","9.86889458","10.31641197","10.59734058","12.50982666","13.11473179","13.78814316","13.83800697","13.51784134","13.77554512","12.86777401","13.34879112","11.37504864","11.33470726","11.63655186","12.08862114","12.4073143","12.27497387","11.95514011","11.70917988","14.12883949","13.70928764","12.84025669","","",
"Haiti","HTI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.94368362","11.90920353","7.3620429","6.6061697","7.94925022","6.66875458","2.994277","7.11358404","7.42596531","6.77164745","6.43083429","2.98426127","2.78391457","2.99846768","3.20148706","4.40003729","5.02242136","4.54371977","4.67501688","4.24965858","4.84190845","4.3947258","4.10843086","4.56377077","","",
"Hungary","HUN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.85581303","9.66478729","9.66882706","11.56948948","11.08648109","11.35830498","10.65500927","9.79407406","9.8515749","9.71099281","10.1666851","10.09751129","9.78315544","9.56729698","9.39402771","9.2215929","10.11028862","9.88214207","9.88008499","9.30963039","9.98525238","11.01647377","9.91808987","9.50580215","","",
"IBRD only","IBD","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59241796","3.95831513","3.98283839","4.49961615","4.20149517","4.2081809","4.51137447","5.43742085","4.62985182","5.41294384","3.91489625","3.96251845","4.07335424","4.34042978","5.40550184","6.57872438","8.12968636","8.2089262","8.40313911","8.54535389","10.24196243","12.14989853","8.07985115","8.52073097","","",
"IDA only","IDX","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.12087593305966","","6.14417973611905","6.19699387951012","6.38119993033188","6.45057370080405","6.34829389710662","6.38920657876098","6.41706705633295","5.98409144006303","6.7246966747543","6.83087761728921","","","","",
"Isle of Man","IMN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05056","2.90321684","2.77127647","2.67687607","2.6527741","2.93604422","2.88599753","2.78734279","2.79898262","3.1219337","3.11162996","3.38130069","3.43849397","3.23883247","3.25070548","3.37624002","3.39333463","3.66080451","3.67532182","3.84729862","3.68660474","4.45562935","4.71439028","4.58670855","","",
"Not classified","INX","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.95885372","15.58507347","16.03050613","16.89721489","17.35914803","18.25286674","17.42926025","17.35766411","17.41835403","17.30187988","12.35386944","16.17974281","17.92600822","17.91790771","18.02236557","18.1214695","19.26259613","19.86796761","20.05216789","20.46954346","20.29659081","20.97027206","22.36679268","22.15746117","","",
"Iran, Islamic Rep.","IRN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.95240307","11.87062645","9.56564999","10.21229744","10.16240692","9.00558662","9.6129694","11.53469467","9.47516823","12.3770647","12.52360535","12.02372837","15.60608864","16.34275436","23.14384651","25.84053993","24.21533966","24.50479889","20.78560066","19.4479351","19.02957344","16.05150604","19.11185074","19.06149292","","",
"Iraq","IRQ","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13100505","2.98065042","3.19641972","3.0470798","4.6332202","4.14425755","4.73372602","4.80274534","4.79862404","2.3523643","2.37589312","2.36959839","1.6812644","5.98492527","4.77492046","6.43102264","5.99367142","6.16059875","6.98392916","5.84152603","6.18478203","","",
"Iceland","ISL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.03666496","14.8849411","16.83500099","16.54575539","16.17471695","16.10535622","15.56947994","15.31141949","10.82198143","13.37118816","13.68504238","13.0895977","13.8024044","14.38105679","14.58802509","15.14159489","14.3385458","15.37049961","15.87748241","16.44213295","15.75627518","16.46465302","16.47397423","16.06313133","","",
"Israel","ISR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.40964508","9.33316898","8.68584538","9.23413563","9.58080482","9.57161617","9.85081196","9.88249969","9.93712139","9.99987602","10.65287113","10.64939976","10.80281639","10.91187763","11.4034071","11.64865208","11.65191364","11.76447964","11.75612926","11.8999815","11.55164719","13.78275585","11.7809267","11.56584835","","",
"Italy","ITA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.82270718","12.20876884","12.63419819","12.52131939","13.2946434","13.6835537","13.7288208","13.47156715","13.82932663","13.67072773","13.98853397","13.71105003","13.13403702","12.98263645","13.08990002","13.03132439","13.1640873","13.06240177","13.14023685","13.03116512","12.77164555","12.34570313","11.88685894","11.43561649","","",
"Jamaica","JAM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.84148693","8.20096111","8.66761017","6.13759899","7.64527464","7.4342041","6.25744629","8.22749615","8.35763645","7.45104456","9.03293228","9.52876663","9.15779209","10.76929092","11.25196075","12.82021999","12.68386555","13.9547863","13.03939724","13.3204546","13.98892879","16.17764664","18.96323967","15.85596371","","",
"Jordan","JOR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.68911648","13.61480045","13.38210011","11.37036991","9.40058994","11.78674316","11.36012363","12.51918411","15.12543488","17.915905","17.02058601","15.41755867","13.67097759","13.12652111","13.06403065","12.21973801","11.23799038","11.0992403","9.97671986","10.08031368","10.76589775","10.3472929","10.46629906","10.50131416","","",
"Japan","JPN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.06805801","15.94543266","16.06154251","16.3582077","17.19595528","17.75488091","17.86665344","18.22702217","18.09814644","18.05703545","18.93296623","21.69265366","22.22449875","22.21854019","22.57162476","23.15028763","23.17672729","24.46199036","24.48888969","24.6980896","21.95446396","24.53560448","25.36555481","23.30052567","","",
